Series1	Series2	Series3	real_measure
2.765129551	2.633310323	2.506665516	2.47
3.143711661	2.828524266	2.516426213	2.47
0.983764153	1.646723439	2.457336172	2.47
3.111819819	2.811695203	2.51558476	2.47
4.555803095	3.847937086	2.567396854	2.47
4.921109653	4.649990905	2.607499545	2.47
2.690054018	2.595423047	2.504771152	2.47
1.418347728	1.928025603	2.47140128	2.47
0.737174596	1.452500846	2.447625042	2.47
3.942075869	3.30093514	2.540046757	2.47
0.322580645	0.982071533	2.424103577	2.47
2.255775628	2.377256869	2.493862843	2.47
3.551438948	3.054225608	2.52771128	2.47
4.91973632	4.643096935	2.607154847	2.47
2.928708762	2.716605258	2.510830263	2.47
1.425214393	1.932075128	2.471603756	2.47
4.270149846	3.553874712	2.552693736	2.47
0.51515244	1.235529516	2.436776476	2.47
0.592516861	1.317497726	2.440874886	2.47
1.966765343	2.22940941	2.486470471	2.47
1.391644032	1.912186753	2.470609338	2.47
4.874568926	4.458487701	2.597924385	2.47
4.45371868	3.730494036	2.561524702	2.47
2.232428968	2.365455038	2.493272752	2.47
2.050538652	2.272732053	2.488636603	2.47
2.524796289	2.512430519	2.500621526	2.47
0.639820551	1.363931978	2.443196599	2.47
2.209234901	2.353712325	2.492685616	2.47
3.670308542	3.125143457	2.531257173	2.47
1.539048433	1.99793164	2.474896582	2.47
1.399426252	1.916818355	2.470840918	2.47
3.25205237	2.886428383	2.519321419	2.47
0.39292581	1.08534693	2.429267346	2.47
2.375103	2.43734491	2.496867245	2.47
4.209265419	3.502104	2.5501052	2.47
3.879055147	3.258121814	2.537906091	2.47
1.313974425	1.865247731	2.468262387	2.47
1.293679617	1.852753548	2.467637677	2.47
2.144688253	2.320920493	2.491046025	2.47
1.789757988	2.136061148	2.481803057	2.47
0.056001465	0.216495272	2.385824764	2.47
4.763634144	4.17188773	2.583594387	2.47
1.290322581	1.850676489	2.467533824	2.47
4.759361553	4.163283911	2.583164196	2.47
2.710959197	2.60595727	2.505297863	2.47
3.758964812	3.180142875	2.534007144	2.47
3.471938231	3.008325684	2.525416284	2.47
0.564745018	1.289007805	2.43945039	2.47
3.683431501	3.133162927	2.531658146	2.47
4.35605945	3.632139005	2.55660695	2.47
0.092318491	0.413437255	2.395671863	2.47
3.603320414	3.084815325	2.529240766	2.47
1.464735862	1.955204716	2.472760236	2.47
3.53419599	3.044173417	2.527208671	2.47
0.352641377	1.028132892	2.426406645	2.47
3.353831599	2.942030341	2.522101517	2.47
3.870967742	3.252728511	2.537636426	2.47
1.588488418	2.025853127	2.476292656	2.47
4.639423811	3.960216481	2.573010824	2.47
2.341227454	2.420319169	2.496015958	2.47
4.773400067	4.192033038	2.584601652	2.47
0.060579241	0.246563167	2.387328158	2.47
1.357768487	1.89188001	2.469594001	2.47
3.760490738	3.18110694	2.534055347	2.47
1.857051302	2.171879323	2.483593966	2.47
1.592303232	2.027992713	2.476399636	2.47
2.99508652	2.750804533	2.512540227	2.47
1.412091433	1.924328507	2.471216425	2.47
2.433088168	2.46644874	2.498322437	2.47
0.609759819	1.334714461	2.441735723	2.47
4.692526017	4.042343853	2.577117193	2.47
2.1109653	2.30371399	2.4901857	2.47
1.840418714	2.163066319	2.483153316	2.47
1.244697409	1.822169515	2.466108476	2.47
1.108737449	1.733696144	2.461684807	2.47
3.22092349	2.869666395	2.51848332	2.47
1.467024751	1.956535988	2.472826799	2.47
1.396679586	1.915184675	2.470759234	2.47
4.856410413	4.399979907	2.594998995	2.47
0.472273934	1.186189429	2.434309471	2.47
0.920438246	1.600102741	2.455005137	2.47
4.345377972	3.622032245	2.556101612	2.47
2.289345988	2.394196208	2.49470981	2.47
3.720358898	3.155950316	2.532797516	2.47
1.380046999	1.905263225	2.470263161	2.47
1.817682424	2.150977998	2.4825489	2.47
4.929044465	4.691954991	2.60959775	2.47
0.79729606	1.503316589	2.450165829	2.47
4.663838618	3.996728146	2.574836407	2.47
4.916379284	4.626653271	2.606332664	2.47
2.302163762	2.400655894	2.495032795	2.47
2.118442335	2.307533868	2.490376693	2.47
0.036469619	0.057533788	2.377876689	2.47
1.814935759	2.149514848	2.482475742	2.47
4.479659413	3.758708835	2.562935442	2.47
1.194647053	1.790249661	2.464512483	2.47
3.296151616	2.910364009	2.5205182	2.47
3.628498184	3.099857231	2.529992862	2.47
0.091555528	0.410053935	2.395502697	2.47
3.710440382	3.149795311	2.532489766	2.47
0.164647359	0.660619725	2.408030986	2.47
2.363048189	2.431288812	2.496564441	2.47
3.102816858	2.806961283	2.515348064	2.47
0.322428053	0.981830517	2.424091526	2.47
3.518478957	3.035060281	2.526753014	2.47
2.351908933	2.425689735	2.496284487	2.47
4.12961211	3.438173343	2.546908667	2.47
0.834986419	1.533900622	2.451695031	2.47
1.485946226	1.967497673	2.473374884	2.47
4.084139531	3.40334197	2.545167099	2.47
4.578081606	3.876174623	2.568808731	2.47
4.908597064	4.590628186	2.604531409	2.47
0.947904904	1.620559551	2.456027978	2.47
1.831873531	2.158529077	2.482926454	2.47
4.38718833	3.662272838	2.558113642	2.47
1.957457198	2.224566351	2.486228318	2.47
3.467970824	3.006063316	2.525303166	2.47
3.984344005	3.330489171	2.541524459	2.47
1.655018769	2.062855919	2.478142796	2.47
0.394604328	1.087632035	2.429381602	2.47
3.185369427	2.850648861	2.517532443	2.47
2.489700003	2.494836344	2.499741817	2.47
4.933011872	4.71449227	2.610724613	2.47
3.876155889	3.256185727	2.537809286	2.47
3.704184088	3.145927685	2.532296384	2.47
0.318460646	0.975500433	2.423775022	2.47
1.464430677	1.955027364	2.472751368	2.47
4.706106754	4.065108505	2.578255425	2.47
3.505508591	3.027571729	2.526378586	2.47
3.348033082	2.938826646	2.521941332	2.47
2.155369732	2.326359272	2.491317964	2.47
2.054353465	2.274694288	2.488734714	2.47
1.917783135	2.203846925	2.485192346	2.47
0.578020569	1.302747996	2.4401374	2.47
1.552018799	2.005293999	2.4752647	2.47
0.146031068	0.607414285	2.405370714	2.47
0.174108097	0.685776349	2.409288817	2.47
4.08230842	3.401961812	2.545098091	2.47
3.610797449	3.089268438	2.529463422	2.47
4.077730644	3.398521648	2.544926082	2.47
4.590136418	3.891922524	2.569596126	2.47
2.603534043	2.5519276	2.50259638	2.47
1.539811396	1.998365924	2.474918296	2.47
3.415784173	2.976544528	2.523827226	2.47
1.389507736	1.91091346	2.470545673	2.47
0.195928831	0.739786692	2.411989335	2.47
2.495193335	2.497589839	2.499879492	2.47
1.235999634	1.816672756	2.465833638	2.47
0.214697714	0.782455635	2.414122782	2.47
3.82412183	3.221906872	2.536095344	2.47
0.41032136	1.108680016	2.430434001	2.47
3.758049257	3.179564209	2.53397821	2.47
0.847956786	1.544218839	2.452210942	2.47
1.321756645	1.870012347	2.468500617	2.47
2.743003632	2.622126949	2.506106347	2.47
3.230689413	2.87491418	2.518745709	2.47
0.176854762	0.692870407	2.40964352	2.47
3.619800409	3.094645826	2.529732291	2.47
4.417859432	3.693034223	2.559651711	2.47
4.227576525	3.517388058	2.550869403	2.47
3.936582537	3.297144821	2.539857241	2.47
2.646870327	2.573696356	2.503684818	2.47
4.749290445	4.143479663	2.582173983	2.47
1.005584887	1.662362201	2.45811811	2.47
0.256660665	0.867929948	2.418396497	2.47
3.810541093	3.21310069	2.535655034	2.47
0.622272408	1.346997187	2.442349859	2.47
1.085085604	1.717693585	2.460884679	2.47
4.54832606	3.83869662	2.566934831	2.47
4.464552751	3.742156031	2.562107802	2.47
1.716666158	2.096616362	2.479830818	2.47
2.705923643	2.603418643	2.505170932	2.47
2.758262886	2.62983719	2.506491859	2.47
2.268898587	2.383882538	2.494194127	2.47
1.050294504	1.693782969	2.459689148	2.47
1.317484054	1.867398686	2.468369934	2.47
2.524491104	2.512278178	2.500613909	2.47
4.848933378	4.377670002	2.5938835	2.47
1.629383221	2.048672349	2.477433617	2.47
2.758415479	2.629914497	2.506495725	2.47
4.263588366	3.548160811	2.552408041	2.47
4.658650472	3.9888019	2.574440095	2.47
2.480239265	2.490093329	2.499504666	2.47
3.281350139	2.90230475	2.520115237	2.47
1.720175787	2.098524028	2.479926201	2.47
0.456404309	1.16709004	2.433354502	2.47
4.850001526	4.380798663	2.594039933	2.47
4.079714347	3.400010946	2.545000547	2.47
4.011810663	3.350088782	2.542504439	2.47
4.298074282	3.57859023	2.553929512	2.47
1.851863155	2.169132649	2.483456632	2.47
0.473189489	1.187276275	2.434363814	2.47
3.696859645	3.14140977	2.532070488	2.47
0.451826533	1.1614921	2.433074605	2.47
2.341837825	2.420626124	2.496031306	2.47
3.407544176	2.971922021	2.523596101	2.47
2.902462844	2.703153832	2.510157692	2.47
0.147709586	0.612434696	2.405621735	2.47
2.302163762	2.400655894	2.495032795	2.47
3.424024171	2.981177267	2.524058863	2.47
2.037415693	2.265975645	2.488298782	2.47
3.558305612	3.0582433	2.527912165	2.47
4.51780755	3.80211447	2.565105723	2.47
4.758140812	4.160846465	2.583042323	2.47
3.125400555	2.818850653	2.515942533	2.47
2.925046541	2.714724878	2.510736244	2.47
4.824976348	4.31184987	2.590592494	2.47
4.718619343	4.086822691	2.579341135	2.47
2.288583026	2.393811946	2.494690597	2.47
3.233130894	2.8762284	2.51881142	2.47
0.711844234	1.4302637	2.446513185	2.47
1.008178961	1.664208475	2.458210424	2.47
3.4131901	2.9750882	2.52375441	2.47
4.340800195	3.617737156	2.555886858	2.47
0.556199835	1.280040187	2.439002009	2.47
2.139652699	2.318354581	2.490917729	2.47
2.526932585	2.513502586	2.500675129	2.47
0.969420454	1.636327915	2.456816396	2.47
4.277169103	3.560027444	2.553001372	2.47
3.602252266	3.084179816	2.529208991	2.47
4.921720023	4.653083187	2.607654159	2.47
4.463637196	3.741164682	2.562058234	2.47
3.684804834	3.134004209	2.53170021	2.47
4.938505203	4.747652446	2.612382622	2.47
4.550462355	3.84132506	2.567066253	2.47
2.721488083	2.611266445	2.505563322	2.47
3.308664205	2.917196588	2.520859829	2.47
0.383922849	1.072961886	2.428648094	2.47
2.732322153	2.616733645	2.505836682	2.47
2.208166753	2.353171175	2.492658559	2.47
4.986419263	5.280216164	2.639010808	2.47
3.228400525	2.873684088	2.518684204	2.47
0.694448683	1.414679509	2.445733975	2.47
3.454695273	2.99851451	2.524925725	2.47
1.991027558	2.242005912	2.487100296	2.47
1.553544725	2.006158019	2.475307901	2.47
2.982726524	2.744415332	2.512220767	2.47
3.948179571	3.30515747	2.540257873	2.47
0.984527116	1.647273684	2.457363684	2.47
0.504623554	1.223699264	2.436184963	2.47
1.273995178	1.84053676	2.467026838	2.47
4.822840052	4.306347427	2.590317371	2.47
2.571031831	2.535618086	2.501780904	2.47
3.75041963	3.174754119	2.533737706	2.47
0.619067965	1.343868525	2.442193426	2.47
0.254371776	0.863564373	2.418178219	2.47
3.736381115	3.165943389	2.533297169	2.47
4.289376507	3.570823146	2.553541157	2.47
2.649311808	2.574924174	2.503746209	2.47
0.96743675	1.634884092	2.456744205	2.47
2.954802087	2.730015758	2.511500788	2.47
2.258522294	2.378643848	2.493932192	2.47
2.775963622	2.638791165	2.506939558	2.47
0.758537553	1.47086127	2.448543064	2.47
1.240730003	1.819663857	2.465983193	2.47
4.900051881	4.553966455	2.602698323	2.47
0.917233802	1.59769258	2.454884629	2.47
2.444837794	2.472342266	2.498617113	2.47
4.931333354	4.704815246	2.610240762	2.47
1.340678121	1.881539055	2.469076953	2.47
2.779778436	2.640723841	2.507036192	2.47
2.14148381	2.31928795	2.490964398	2.47
3.475905637	3.010590326	2.525529516	2.47
2.345194861	2.422314373	2.496115719	2.47
1.228827784	1.812124146	2.465606207	2.47
3.2760094	2.899403461	2.519970173	2.47
3.019501328	2.763455604	2.51317278	2.47
2.693563646	2.597190878	2.504859544	2.47
4.778130436	4.20203748	2.585101874	2.47
4.245887631	3.532913133	2.551645657	2.47
4.057283242	3.383276243	2.544163812	2.47
1.343272195	1.883112481	2.469155624	2.47
2.72911771	2.615115881	2.505755794	2.47
1.122623371	1.743000275	2.462150014	2.47
3.941465499	3.300512225	2.540025611	2.47
2.030854213	2.262593461	2.488129673	2.47
3.99304178	3.336660092	2.541833005	2.47
4.315012055	3.593908395	2.55469542	2.47
2.524643696	2.512355486	2.500617774	2.47
4.467757195	3.745639396	2.56228197	2.47
4.124423963	3.434142008	2.5467071	2.47
0.588091678	1.313023012	2.440651151	2.47
1.718802454	2.097778242	2.479888912	2.47
3.790093692	3.199942575	2.534997129	2.47
2.600482192	2.550395101	2.502519755	2.47
4.35605945	3.632139005	2.55660695	2.47
2.250892666	2.374789864	2.493739493	2.47
3.415478988	2.976372861	2.523818643	2.47
4.874111148	4.456932465	2.597846623	2.47
4.643086032	3.965568857	2.573278443	2.47
3.397320475	2.966200163	2.523310008	2.47
3.964354381	3.316422698	2.540821135	2.47
1.234321116	1.815609784	2.465780489	2.47
1.628467666	2.048163032	2.477408152	2.47
3.97808771	3.326069027	2.541303451	2.47
3.402508621	2.969101451	2.523455073	2.47
2.005829035	2.249668405	2.48748342	2.47
4.176000244	3.474919203	2.54874596	2.47
0.392468032	1.084721652	2.429236083	2.47
1.059755242	1.700331331	2.460016567	2.47
1.114841151	1.737793418	2.461889671	2.47
2.256538591	2.377642267	2.493882113	2.47
4.97665334	5.099408617	2.629970431	2.47
0.683004242	1.404281711	2.445214086	2.47
2.558214057	2.529187959	2.501459398	2.47
0.669576098	1.391926225	2.444596311	2.47
0.463881344	1.176148607	2.43380743	2.47
0.177159948	0.693652573	2.409682629	2.47
1.80242317	2.142836883	2.482141844	2.47
2.968840602	2.737248514	2.511862426	2.47
3.831598865	3.22677949	2.536338974	2.47
3.193762017	2.855125849	2.517756292	2.47
1.646168401	2.057969659	2.477898483	2.47
2.000946074	2.247142283	2.487357114	2.47
0.311899167	0.964900273	2.423245014	2.47
0.219428083	0.792723831	2.414636192	2.47
4.577166051	3.87499228	2.568749614	2.47
0.960264901	1.629644266	2.456482213	2.47
0.851924192	1.547354322	2.452367716	2.47
4.324167608	3.60229621	2.55511481	2.47
1.153141881	1.763220616	2.463161031	2.47
1.367839595	1.897941792	2.46989709	2.47
3.800622578	3.206702394	2.53533512	2.47
4.223151341	3.513672772	2.550683639	2.47
1.442152165	1.942025	2.47210125	2.47
1.881313517	2.184688419	2.484234421	2.47
4.106418043	3.420267667	2.546013383	2.47
4.809869686	4.27406946	2.588703473	2.47
4.047364727	3.375954811	2.543797741	2.47
4.33927427	3.616309249	2.555815462	2.47
0.805383465	1.509958174	2.450497909	2.47
2.815790277	2.658980811	2.507949041	2.47
4.753257851	4.151205821	2.582560291	2.47
0.95065157	1.622583176	2.456129159	2.47
1.082644124	1.716029209	2.46080146	2.47
2.753227332	2.627292878	2.506364644	2.47
4.322183905	3.600472673	2.555023634	2.47
4.030884732	3.363894911	2.543194746	2.47
1.685689871	2.079713403	2.47898567	2.47
0.798059023	1.50394414	2.450197207	2.47
2.47154149	2.485732302	2.499286615	2.47
2.193975646	2.345974799	2.49229874	2.47
0.973693045	1.639433839	2.456971692	2.47
1.767632069	2.124183147	2.481209157	2.47
2.564317759	2.532249545	2.501612477	2.47
4.406414991	3.681424523	2.559071226	2.47
2.382580035	2.441101123	2.497055056	2.47
1.850642415	2.168486907	2.483424345	2.47
4.043855098	3.373376393	2.54366882	2.47
0.806909391	1.511206455	2.450560323	2.47
2.587206641	2.543733053	2.502186653	2.47
2.24631489	2.372476337	2.493623817	2.47
2.143772698	2.320454377	2.491022719	2.47
1.702780236	2.089053914	2.479452696	2.47
0.141605884	0.593944669	2.404697233	2.47
1.366008484	1.896841304	2.469842065	2.47
1.905423139	2.197366775	2.484868339	2.47
3.643452254	3.108856681	2.530442834	2.47
2.880642109	2.691998879	2.509599944	2.47
0.75777459	1.470213255	2.448510663	2.47
1.031067843	1.680370196	2.45901851	2.47
3.982055116	3.32887027	2.541443514	2.47
4.860225227	4.411739673	2.595586984	2.47
2.406079287	2.452897269	2.497644863	2.47
3.609424116	3.088449893	2.529422495	2.47
2.829065828	2.665724714	2.508286236	2.47
